Search results from the CABI Horizon Scanning Tool <2018-05-16>,,,,,,,,,,,,,,
"Area at risk: Cayman Islands ; Source Countries: Cuba, USA/Florida, Mexico, Aldabra, Angola, Anguilla, Australia, Australia/Australian Northern Territory, Australia/Queensland, Australia/Western Australia, Bahamas, Bangladesh, Belize, Benin, Bolivia, Bonaire, Brazil, Brazil/Acre, Brazil/Amazonas, Brazil/Bahia, Brazil/Ceara, Brazil/Espirito Santo, Brazil/Fernando de Noronha, Brazil/Goias, Brazil/Maranhao, Brazil/Mato Grosso, Brazil/Mato Grosso do Sul, Brazil/Minas Gerais, Brazil/Para, Brazil/Paraiba, Brazil/Parana, Brazil/Pernambuco, Brazil/Piaui, Brazil/Rio de Janeiro, Brazil/Rio Grande do Norte, Brazil/Rondonia, Brazil/Roraima, Brazil/Sao Paulo, Brazil/Tocantins, British Virgin Islands, Burkina Faso, Burundi, Cambodia, Cameroon, Central African Republic, Chad, China, China/Guangdong, China/Hainan, Christmas Island (Indian Ocean), Cocos Islands, Colombia, Congo, Congo Democratic Republic, Costa Rica, Côte d'Ivoire, Cuba, Curaçao, Dominican Republic, East Timor, Ecuador, Ecuador/Galapagos Islands, El Salvador, Equatorial Guinea, Eritrea, Ethiopia, Gabon, Gambia, Ghana, Grenada, Grenada/Carriacou, Guatemala, Guinea, Guinea-Bissau, Guyana, Haiti, Honduras, India, India/Andhra Pradesh, India/Chhattisgarh, India/Dadra and Nagar Haveli, India/Daman, India/Diu, India/Goa, India/Gujarat, India/Indian Punjab, India/Jharkhand, India/Karnataka, India/Kerala, India/Madhya Pradesh, India/Maharashtra, India/Odisha, India/Puducherry, India/Rajasthan, India/Tamil Nadu, India/Tripura, India/West Bengal, Indonesia, Indonesia/Irian Jaya, Indonesia/Java, Indonesia/Moluccas, Indonesia/Nusa Tenggara, Indonesia/Sulawesi, Jamaica, Japan/Bonin Island, Japan/Ryukyu Archipelago, Kenya, Laos, Liberia, Madagascar, Malawi, Mali, Mexico, Midway Islands, Mozambique, Myanmar, Netherlands Antilles, New Caledonia, Nicaragua, Niger, Nigeria, Panama, Papua New Guinea, Paraguay, Peru, Philippines, Puerto Rico, Rwanda, Senegal, Sierra Leone, Sint Maarten, South Africa, Sudan, Swaziland, Taiwan, Tanzania, Thailand, Togo, Trinidad and Tobago, Turks and Caicos Islands, Uganda, US Minor Outlying Islands, USA, USA/Florida, Venezuela, Vietnam, Wake Island, Zambia, Zimbabwe ; Pathways: N/A (Including datasheets with no pathways data) ; Plant hosts: N/A ; Plant parts in trade: N/A  (Including datasheets with no plant part in trade data) ; Habitats: N/A  (Including datasheets with no habitats data) ; Taxonomic group: Vertebrates",,,,,,,,,,,,,,
"Citation: <CABI, <2018>. Horizon Scanning Tool. Crop Protection Compendium. Wallingford, UK: CAB International. https://www.cabi.org/cpc.>",,,,,,,,,,,,,,
For terms and conditions see: https://www.cabi.org/terms-and-conditions/,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Preferred scientific name,International common name,Taxonomic group,Compendia content,Datasheet Type,Domain,Kingdom,Phylum,Class,Order,Family,Habitats,Plant parts in trade,Pathways,Datasheet URL(s)
Pomacanthus imperator,emperor angelfish,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Pomacanthidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/116477
Pomacanthus maculosus,yellowbar angelfish,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Pomacanthidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/116478
Pomacanthus semicirculatus,semicircle angelfish,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Pomacanthidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/116479
Pomacanthus xanthometopon,bluefaced angelfish,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Pomacanthidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/116480
Pomoxis annularis,white crappie,Vertebrates,ISC (Full),"Invasive Species,Host Animal",Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,,no data,,https://www.cabi.org/isc/datasheet/68535
Pomoxis nigromaculatus,black crappie,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Natural Enemy,Host Animal",Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Centrarchidae,,no data,,https://www.cabi.org/cpc/datasheet/68536; https://www.cabi.org/isc/datasheet/68536
Procyon lotor,raccoon,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Natural Enemy,Host Animal",Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Procyonidae,,no data,no data,https://www.cabi.org/cpc/datasheet/67856; https://www.cabi.org/isc/datasheet/67856
Protopterus aethiopicus aethiopicus,marbled lungfish,Vertebrates,ISC (Full),Invasive Species,Eukaryota,Metazoa,Chordata,Sarcopterygii,Lepidosireniformes,Protopteridae,,no data,no data,https://www.cabi.org/isc/datasheet/120144
Pseudorasbora parva,topmouth gudgeon,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Natural Enemy,Host Animal",Eukaryota,Metazoa,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,,no data,,https://www.cabi.org/cpc/datasheet/67983; https://www.cabi.org/isc/datasheet/67983
Psittacula alexandri,red-breasted parakeet,Vertebrates,"CPC (Basic) , ISC (Basic)","Pest,Natural Enemy",Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittacidae,no data,no data,no data,https://www.cabi.org/cpc/datasheet/45157
Psittacula krameri,rose-ringed parakeet,Vertebrates,"CPC (Full) , ISC (Full)","Pest,Natural Enemy",Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittacidae,,no data,no data,https://www.cabi.org/cpc/datasheet/45158; https://www.cabi.org/isc/datasheet/45158
Psittacula longicauda,long-tailed parakeet,Vertebrates,"CPC (Basic) , ISC (Basic)","Pest,Natural Enemy",Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittacidae,no data,no data,no data,https://www.cabi.org/cpc/datasheet/45159
Psittacula roseata,blossom-headed parakeet,Vertebrates,"CPC (Basic) , ISC (Basic)","Pest,Natural Enemy",Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittacidae,no data,no data,no data,https://www.cabi.org/cpc/datasheet/45160
Psittacus erithacus,African grey parrot,Vertebrates,ISC (Full),"Documented Species,Host Animal",Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittacidae,,no data,,https://www.cabi.org/isc/datasheet/67079
Psittinus cyanurus,little Malay parrot,Vertebrates,"CPC (Basic) , ISC (Basic)","Pest,Natural Enemy",Eukaryota,Metazoa,Chordata,Aves,Psittaciformes,Psittacidae,no data,no data,no data,https://www.cabi.org/cpc/datasheet/67074
Pterois miles,lionfish,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/116588
Pterygoplichthys anisitsi,southern sailfin catfish,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Siluriformes,Loricariidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/116593
Pterygoplichthys multiradiatus,Orinoco sailfin catfish,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Siluriformes,Loricariidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/116595
Pterygoplichthys pardalis,Amazon sailfin catfish,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Siluriformes,Loricariidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/116596
Pycnonotus cafer,red-vented bulbul,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Vector of Plant Pest,Natural Enemy,Host Animal",Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Pycnonotidae,,no data,no data,https://www.cabi.org/cpc/datasheet/45977; https://www.cabi.org/isc/datasheet/45977
Pygoplites diacanthus,regal angelfish,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Pomacanthidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/116638
Pylodictis olivaris,flathead catfish,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Natural Enemy",Eukaryota,Metazoa,Chordata,Actinopterygii,Siluriformes,Ictaluridae,,no data,no data,https://www.cabi.org/cpc/datasheet/67542; https://www.cabi.org/isc/datasheet/67542
Python molurus bivittatus,Burmese python,Vertebrates,ISC (Full),"Invasive Species,Host Animal",Eukaryota,Metazoa,Chordata,Reptilia,Serpentes,Boidae,,no data,no data,https://www.cabi.org/isc/datasheet/66412
Quelea quelea,weaver bird,Vertebrates,"CPC (Full) , ISC (Full)",Pest,Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Ploceidae,,no data,no data,https://www.cabi.org/cpc/datasheet/66441; https://www.cabi.org/isc/datasheet/66441
Quiscalus lugubris,Carib grackle,Vertebrates,"CPC (Basic) , ISC (Basic)","Invasive Species,Natural Enemy,Host Animal",Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Icteridae,no data,no data,no data,https://www.cabi.org/cpc/datasheet/66447; https://www.cabi.org/isc/datasheet/66447
Rachycentron canadum,cobia,Vertebrates,ISC (Basic),"Invasive Species,Host Animal",Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Rachycentridae,no data,no data,no data,https://www.cabi.org/isc/datasheet/66460
Rana catesbeiana,American bullfrog,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Natural Enemy",Eukaryota,Metazoa,Chordata,Amphibia,Anura,Ranidae,,no data,,https://www.cabi.org/cpc/datasheet/66618; https://www.cabi.org/isc/datasheet/66618
Rangifer tarandus,reindeer,Vertebrates,ISC (Basic),"Invasive Species,Threatened Species,Host Animal",Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Cervidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/66662
Rattus argentiventer,rice field rat,Vertebrates,"CPC (Full) , ISC (Basic)","Pest,Natural Enemy",Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,no data,no data,no data,https://www.cabi.org/cpc/datasheet/46833
Rattus exulans,Pacific rat,Vertebrates,"CPC (Full) , ISC (Full)",Pest,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,no data,no data,no data,https://www.cabi.org/cpc/datasheet/46834; https://www.cabi.org/isc/datasheet/46834
Rattus rattus diardii,Malaysian house rat,Vertebrates,"CPC (Full) , ISC (Basic)","Pest,Natural Enemy",Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,no data,no data,no data,https://www.cabi.org/cpc/datasheet/46828
Rattus rattus mindanensis,common Philippine field rat,Vertebrates,"CPC (Full) , ISC (Basic)",Pest,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,no data,no data,no data,https://www.cabi.org/cpc/datasheet/46830
Rattus tiomanicus,malayan (or Malaysian) wood rat,Vertebrates,"CPC (Full) , ISC (Basic)","Pest,Natural Enemy",Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,no data,no data,no data,https://www.cabi.org/cpc/datasheet/46832
Rhinecanthus aculeatus,lagoon triggerfish,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/116706
Rhinecanthus verrucosus,bursa triggerfish,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/116707
Rhinoclemmys pulcherrima,painted wood turtle,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Reptilia,Testudines,Emydidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/116711
Rhinogobius brunneus,Amur goby,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Gobiidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/116712
Rhodeus ocellatus ocellatus,rosy bitterling,Vertebrates,ISC (Full),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,,no data,,https://www.cabi.org/isc/datasheet/66070
Rivulus hartii,giant rivulus,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Cyprinodontiformes,Aplocheilidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/116744
Rugosa rugosa,wrinkled frog,Vertebrates,ISC (Full),Documented Species,Eukaryota,Metazoa,Chordata,Amphibia,Anura,Ranidae,,no data,,https://www.cabi.org/isc/datasheet/121512
Rusa marianna,Philippine deer,Vertebrates,ISC (Full),"Invasive Species,Host Animal",Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Cervidae,,no data,,https://www.cabi.org/isc/datasheet/89935
Rutilus rutilus,roach,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Natural Enemy,Host Animal",Eukaryota,Metazoa,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,no data,no data,,https://www.cabi.org/cpc/datasheet/66337; https://www.cabi.org/isc/datasheet/66337
Salmo salar,Atlantic salmon,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Threatened Species,Natural Enemy,Host Animal",Eukaryota,Metazoa,Chordata,Actinopterygii,Salmoniformes,Salmonidae,,no data,,https://www.cabi.org/cpc/datasheet/65307; https://www.cabi.org/isc/datasheet/65307
Salmo trutta,sea trout,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Natural Enemy,Host Animal",Eukaryota,Metazoa,Chordata,Actinopterygii,Salmoniformes,Salmonidae,no data,no data,no data,https://www.cabi.org/cpc/datasheet/65308; https://www.cabi.org/isc/datasheet/65308
Salvelinus fontinalis,brook trout,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Natural Enemy,Host Animal",Eukaryota,Metazoa,Chordata,Actinopterygii,Salmoniformes,Salmonidae,,no data,,https://www.cabi.org/cpc/datasheet/65325; https://www.cabi.org/isc/datasheet/65325
Sander lucioperca,pike-perch,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Natural Enemy,Host Animal",Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Percidae,,no data,,https://www.cabi.org/cpc/datasheet/65338; https://www.cabi.org/isc/datasheet/65338
Sander vitreus,walleye,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Natural Enemy,Host Animal",Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Percidae,,no data,,https://www.cabi.org/cpc/datasheet/65339; https://www.cabi.org/isc/datasheet/65339
Sardinella marquesensis,Marquesan sardine,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Clupeiformes,Clupeidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/116912
Sarotherodon galilaeus,mango tilapia,Vertebrates,ISC (Full),"Invasive Species,Host Animal",Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/65484
Scardinius erythrophthalmus,rudd,Vertebrates,ISC (Full),"Invasive Species,Threatened Species,Host Animal",Eukaryota,Metazoa,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,,no data,,https://www.cabi.org/isc/datasheet/65689
Schilbe mystus,African butter catfish,Vertebrates,ISC (Full),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Siluriformes,Schilbeidae,,no data,no data,https://www.cabi.org/isc/datasheet/120107
Sciaenops ocellatus,red drum,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Natural Enemy,Host Animal",Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Sciaenidae,,no data,,https://www.cabi.org/cpc/datasheet/64720; https://www.cabi.org/isc/datasheet/64720
Scinax rubra,,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Amphibia,Anura,Hylidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/116975
Sciurus aberti,Abert's squirrel,Vertebrates,ISC (Full),"Invasive Species,Threatened Species,Host Animal",Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Sciuridae,,no data,,https://www.cabi.org/isc/datasheet/64725
Sciurus carolinensis,grey squirrel,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Natural Enemy,Host Animal",Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Sciuridae,,no data,no data,https://www.cabi.org/cpc/datasheet/49075; https://www.cabi.org/isc/datasheet/49075
Sciurus niger,fox squirrel,Vertebrates,ISC (Full),"Invasive Species,Host Animal",Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Sciuridae,,no data,no data,https://www.cabi.org/isc/datasheet/64742
Sigmodon,field rat,Vertebrates,"CPC (Basic) , ISC (Basic)",Pest,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,no data,no data,no data,https://www.cabi.org/cpc/datasheet/50010
Sigmodon hispidus,hispid cotton rat,Vertebrates,"CPC (Full) , ISC (Basic)",Pest,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,no data,no data,no data,https://www.cabi.org/cpc/datasheet/50012
Silurus asotus,Amur catfish,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Natural Enemy,Host Animal",Eukaryota,Metazoa,Chordata,Actinopterygii,Siluriformes,Siluridae,,no data,,https://www.cabi.org/cpc/datasheet/64278; https://www.cabi.org/isc/datasheet/64278
Silurus glanis,wels catfish,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Natural Enemy,Host Animal",Eukaryota,Metazoa,Chordata,Actinopterygii,Siluriformes,Siluridae,,no data,,https://www.cabi.org/cpc/datasheet/64279; https://www.cabi.org/isc/datasheet/64279
Simpsonichthys whitei,Rio pearlfish,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117176
Sorubimichthys planiceps,firewood catfish,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Siluriformes,Pimelodidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117266
Sturnus vulgaris,common starling,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Natural Enemy,Host Animal",Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Sturnidae,,no data,no data,https://www.cabi.org/cpc/datasheet/51979; https://www.cabi.org/isc/datasheet/51979
Suncus murinus,Asian house shrew,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Natural Enemy,Host Animal",Eukaryota,Metazoa,Chordata,Mammalia,Insectivora,Soricidae,,no data,,https://www.cabi.org/cpc/datasheet/62382; https://www.cabi.org/isc/datasheet/62382
Sus scrofa [ISC],feral pig,Vertebrates,ISC (Full),Invasive Species,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,,no data,no data,https://www.cabi.org/isc/datasheet/119688
Tamias sibiricus,Siberian chipmunk,Vertebrates,ISC (Full),"Invasive Species,Host Animal",Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Sciuridae,,no data,no data,https://www.cabi.org/isc/datasheet/62788
Tanichthys albonubes,white cloud mountain minnow,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117431
Telmatochromis bifrenatus,Lake Tanganyika dwarf cichlid,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117447
Tetraodon nigroviridis,spotted green pufferfish,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117473
Thorichthys ellioti,,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117521
Thorichthys meeki,firemouth cichlid,Vertebrates,ISC (Full),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,,no data,,https://www.cabi.org/isc/datasheet/121019
Threskiornis aethiopicus,sacred ibis,Vertebrates,ISC (Full),Invasive Species,Eukaryota,Metazoa,Chordata,Aves,Ciconiiformes,Threskiornithidae,,no data,no data,https://www.cabi.org/isc/datasheet/62201
Tilapia buttikoferi,zebra tilapia,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117535
Tilapia mariae,spotted tilapia,Vertebrates,ISC (Full),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,,no data,no data,https://www.cabi.org/isc/datasheet/109161
Tilapia zillii,redbelly tilapia,Vertebrates,ISC (Full),"Invasive Species,Host Animal",Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,,no data,,https://www.cabi.org/isc/datasheet/61147
Tinca tinca,tench,Vertebrates,ISC (Full),"Invasive Species,Host Animal",Eukaryota,Metazoa,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/61160
Trachemys callirostris,South American red-lined turtle,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Reptilia,Testudines,Emydidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117567
Trachemys dorbigni,Brazilian slider,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Reptilia,Testudines,Emydidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117568
Trichogaster leerii,pearl gourami,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Belontiidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117591
Trichopsis vittata,croaking gourami,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Belontiidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117593
Trichosurus vulpecula,brushtail possum,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Vector of Plant Pest,Natural Enemy,Host Animal",Eukaryota,Metazoa,Chordata,Mammalia,Marsupalia,Phalangeridae,,no data,no data,https://www.cabi.org/cpc/datasheet/61405; https://www.cabi.org/isc/datasheet/61405
Tridentiger barbatus,Shokihaze goby,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Gobiidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117601
Trioceros jacksonii,Jackson’s chameleon,Vertebrates,ISC (Full),Invasive Species,Eukaryota,Metazoa,Chordata,Reptilia,Squamata,,,no data,,https://www.cabi.org/isc/datasheet/120726
Tupinambis merianae,black and white tegu,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Reptilia,Sauria,Teiidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117693
Tupinambis teguixin,golden tegu,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Reptilia,Sauria,Teiidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117694
Umbra pygmaea,eastern mudminnow,Vertebrates,ISC (Full),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii Umbra pygmaea,Esociformes,Umbridae,,no data,,https://www.cabi.org/isc/datasheet/59964
Upeneus vittatus,bandedtail goatfish,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Mullidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117725
Valamugil engeli,kanda,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Mugilidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117750
Varanus indicus,ambon lizard,Vertebrates,ISC (Full),Invasive Species,Eukaryota,Metazoa,Chordata,Reptilia,Sauria,Varanidae,,no data,no data,https://www.cabi.org/isc/datasheet/60303
Varanus niloticus,Nile monitor,Vertebrates,ISC (Full),"Invasive Species,Host Animal",Eukaryota,Metazoa,Chordata,Reptilia,Sauria,Varanidae,,no data,,https://www.cabi.org/isc/datasheet/60306
Vieja synspila,quetzal cichlid,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Cichlidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117853
Vulpes vulpes,red fox,Vertebrates,"CPC (Full) , ISC (Full)","Invasive Species,Natural Enemy,Host Animal",Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Canidae,,no data,no data,https://www.cabi.org/cpc/datasheet/59487; https://www.cabi.org/isc/datasheet/59487
Xenentodon cancila,Asian needlefish,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Beloniformes,Belonidae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117906
Xenopus laevis,African clawed frog,Vertebrates,ISC (Full),"Invasive Species,Host Animal",Eukaryota,Metazoa,Chordata,Amphibia,Anura,Pipidae,,no data,,https://www.cabi.org/isc/datasheet/59708
Xiphophorus hellerii,,Vertebrates,ISC (Full),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,,no data,,https://www.cabi.org/isc/datasheet/59751
Xiphophorus maculatus,southern platyfish,Vertebrates,ISC (Full),"Invasive Species,Host Animal",Eukaryota,Metazoa,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,,no data,,https://www.cabi.org/isc/datasheet/59752
Zebrasoma desjardinii,sailfin tang,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Acanthuridae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117929
Zebrasoma scopas,brown tang,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Acanthuridae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117930
Zebrasoma veliferum,sailfin tang,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Acanthuridae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117931
Zebrasoma xanthurum,yellowtail tang,Vertebrates,ISC (Basic),Invasive Species,Eukaryota,Metazoa,Chordata,Actinopterygii,Perciformes,Acanthuridae,no data,no data,no data,https://www.cabi.org/isc/datasheet/117932
Zosterops japonicus,Japanese white-eye,Vertebrates,ISC (Full),"Invasive Species,Host Animal",Eukaryota,Metazoa,Chordata,Aves,Passeriformes,Zosteropidae,,no data,no data,https://www.cabi.org/isc/datasheet/59188
